,year,state_code,county_code,applicant_income,loan_amount,conventional_loans,FHA_loans,VA_loans,FSA_RHS_loans,purchase,improvement,refinancing,multifamily,loans_originated,loans_approved_not_originated,loans_denied,other_loans,race_black,race_other,race_white,race_msrpd,subprime,subprime_originated,subprime_amount,subprime_amount_originated,total,elapsed_time,prime,prime_originated,prime_amount,state,population,sthpi,mh_income
4665,1996,13,265,813.5943302211771,1101.0,24,0,0,0,21,1,2,0,7,5,7,5,15,0,7,2,3,1,180.0,35.0,24,6,21,6,921.0,GA,7501069,189.02,32496
4666,1996,13,267,17627.8299066353,19249.0,525,11,29,0,423,59,83,0,174,69,266,56,151,16,334,64,77,19,2484.0,598.0,565,6,488,155,16765.0,GA,7501069,189.02,32496
4667,1996,13,269,8925.131962654119,10566.0,288,1,1,0,239,19,32,0,84,52,124,30,121,2,137,30,40,10,1322.0,289.0,290,6,250,74,9244.0,GA,7501069,189.02,32496
4668,1996,13,271,10534.3773208847,12245.0,406,2,1,0,339,24,46,0,102,60,236,11,184,4,194,27,77,5,2364.0,141.0,409,6,332,97,9881.0,GA,7501069,189.02,32496
4669,1996,13,273,9179.263925308249,10727.0,207,12,21,0,170,19,51,0,78,20,91,51,81,3,120,36,31,2,819.0,78.0,240,6,209,76,9908.0,GA,7501069,189.02,32496
4670,1996,13,275,53492.9237385788,62826.0,1359,50,23,0,989,154,289,0,459,203,614,156,380,30,804,218,150,29,4958.0,927.0,1432,6,1282,430,57868.0,GA,7501069,189.02,32496
4671,1996,13,277,62026.41445504,74996.0,1523,31,15,1,1165,66,337,2,550,168,679,173,430,68,942,130,176,40,6609.0,1300.0,1570,6,1394,510,68387.0,GA,7501069,189.02,32496
4672,1996,13,279,23007.943302211803,24609.0,769,9,16,0,642,47,105,0,227,97,429,41,168,25,551,50,102,17,3189.0,556.0,794,6,692,210,21420.0,GA,7501069,189.02,32496
4673,1996,13,281,9938.07526486589,10364.0,148,1,1,0,90,3,57,0,53,21,42,34,2,3,114,31,11,2,596.0,91.0,150,6,139,51,9768.0,GA,7501069,189.02,32496
4674,1996,13,283,4232.59433022118,4056.0,168,5,0,0,109,42,22,0,43,31,91,8,75,2,88,8,19,3,493.0,81.0,173,6,154,40,3563.0,GA,7501069,189.02,32496
4675,1996,13,285,63432.857258974094,69487.0,1249,63,26,0,692,198,448,0,564,115,390,269,196,21,847,274,261,48,8490.0,1724.0,1338,6,1077,516,60997.0,GA,7501069,189.02,32496
4676,1996,13,287,11118.160311548201,12490.0,358,6,2,0,296,18,52,0,79,51,206,30,118,8,195,45,62,8,2070.0,238.0,366,6,304,71,10420.0,GA,7501069,189.02,32496
4677,1996,13,289,17426.6695950871,19520.0,482,14,5,0,326,51,124,0,178,67,195,61,176,7,248,70,76,14,2680.0,406.0,501,6,425,164,16840.0,GA,7501069,189.02,32496
4678,1996,13,291,12768.829906635301,15377.0,271,2,1,0,167,10,97,0,96,28,91,59,13,8,189,64,41,7,2096.0,332.0,274,6,233,89,13281.0,GA,7501069,189.02,32496
4679,1996,13,293,24073.584548404702,27506.0,667,23,10,1,462,85,154,0,244,109,245,103,115,10,472,104,120,28,4039.0,960.0,701,6,581,216,23467.0,GA,7501069,189.02,32496
4680,1996,13,295,144851.36554595802,157648.0,3179,288,73,3,1835,476,1231,1,1765,308,895,575,129,64,2878,472,481,106,19991.0,4198.0,3543,6,3062,1659,137657.0,GA,7501069,189.02,32496
4681,1996,13,297,173835.09763443,260510.0,2952,414,109,31,1923,329,1253,1,1842,156,553,955,212,64,2469,761,380,117,21986.0,6750.0,3506,6,3126,1725,238524.0,GA,7501069,189.02,32496
4682,1996,13,299,37067.093831943595,35778.0,993,27,39,0,724,100,235,0,357,128,427,147,182,26,702,149,139,31,4059.0,1002.0,1059,6,920,326,31719.0,GA,7501069,189.02,32496
4683,1996,13,301,5975.348971990589,7417.0,202,4,3,2,157,20,34,0,67,27,96,21,106,4,68,33,31,10,1165.0,322.0,211,6,180,57,6252.0,GA,7501069,189.02,32496
4684,1996,13,303,18051.5092835388,19297.0,555,11,2,0,386,71,111,0,158,75,292,43,269,4,218,77,91,14,2456.0,321.0,568,6,477,144,16841.0,GA,7501069,189.02,32496
4685,1996,13,305,30304.31084128,30109.0,815,26,23,0,604,99,161,0,242,140,353,129,116,14,630,104,108,20,3979.0,715.0,864,6,756,222,26130.0,GA,7501069,189.02,32496
4686,1996,13,307,2110.59433022118,1992.0,62,0,0,0,49,6,7,0,12,8,37,5,36,0,19,7,15,1,308.0,9.0,62,6,47,11,1684.0,GA,7501069,189.02,32496
4687,1996,13,309,4425.59433022118,4711.0,144,0,1,0,111,12,22,0,39,22,77,7,57,2,73,13,36,3,1179.0,124.0,145,6,109,36,3532.0,GA,7501069,189.02,32496
4688,1996,13,311,22556.7165110589,28183.0,513,7,2,0,345,17,160,0,179,55,188,100,23,7,414,78,63,14,3221.0,651.0,522,6,459,165,24962.0,GA,7501069,189.02,32496
4689,1996,13,313,94549.38510959099,116046.0,2052,108,26,1,1293,197,694,3,894,267,592,434,64,179,1555,389,427,88,17815.0,3217.0,2187,6,1760,806,98231.0,GA,7501069,189.02,32496
4690,1996,13,315,7075.18866044235,7118.0,231,1,0,0,194,11,27,0,51,34,126,21,63,3,148,18,25,2,868.0,40.0,232,6,207,49,6250.0,GA,7501069,189.02,32496
4691,1996,13,317,10316.2922742024,10622.0,321,6,6,0,168,82,83,0,131,40,122,40,128,3,143,59,61,15,2041.0,665.0,333,6,272,116,8581.0,GA,7501069,189.02,32496
4692,1996,13,319,11309.7262928753,11138.0,335,7,2,0,207,39,98,0,166,41,105,32,99,2,207,36,35,9,903.0,299.0,344,6,309,157,10235.0,GA,7501069,189.02,32496
4693,1996,13,321,36139.9335203953,37166.0,863,33,9,0,626,82,196,1,315,107,383,100,256,13,527,109,122,21,4285.0,689.0,905,6,783,294,32881.0,GA,7501069,189.02,32496
4694,1996,27,1,20018.6695950871,20063.0,347,15,7,1,153,35,182,0,195,32,95,48,2,9,282,77,55,7,1938.0,253.0,370,6,315,188,18125.0,MN,4712827,176.43,40991
4695,1996,27,3,1114625.41109791,1463850.0,17337,3530,770,16,9349,3553,8738,13,12683,1349,3996,3625,127,624,15774,5128,2081,525,119873.0,30684.0,21653,6,19572,12158,1343977.0,MN,4712827,176.43,40991
4696,1996,27,5,34306.2160127812,34901.0,728,39,10,1,319,98,361,0,327,86,233,132,2,27,514,235,119,21,3944.0,735.0,778,6,659,306,30957.0,MN,4712827,176.43,40991
4697,1996,27,7,23434.584548404702,28855.0,594,30,10,1,428,20,187,0,245,109,219,62,4,78,447,106,114,20,4565.0,754.0,635,6,521,225,24290.0,MN,4712827,176.43,40991
4698,1996,27,9,75787.9325238403,96603.0,1425,219,59,4,725,262,718,2,1121,79,251,256,1,30,1358,318,104,24,4952.0,897.0,1707,6,1603,1097,91651.0,MN,4712827,176.43,40991
4699,1996,27,11,1414.56598132706,1132.0,27,5,1,0,13,8,12,0,12,6,7,8,0,1,20,12,9,3,149.0,19.0,33,6,24,9,983.0,MN,4712827,176.43,40991
4700,1996,27,13,63402.0840501271,67668.0,1204,100,23,1,646,142,539,1,709,105,364,150,9,33,984,302,86,16,3339.0,529.0,1328,6,1242,693,64329.0,MN,4712827,176.43,40991
4701,1996,27,15,18448.046915971798,22062.0,415,38,9,6,202,76,190,0,290,33,104,41,2,11,357,98,52,12,1726.0,355.0,468,6,416,278,20336.0,MN,4712827,176.43,40991
4702,1996,27,17,40618.1690968095,46026.0,795,54,27,1,350,149,378,0,572,47,150,108,7,25,681,164,83,25,2988.0,750.0,877,6,794,547,43038.0,MN,4712827,176.43,40991
4703,1996,27,19,337117.021373011,528806.0,4207,483,97,15,2361,591,1850,0,2906,238,574,1084,31,113,3421,1237,299,62,25712.0,5448.0,4802,6,4503,2844,503094.0,MN,4712827,176.43,40991
4704,1996,27,21,33554.4525857506,35054.0,511,14,7,3,239,47,249,0,313,58,113,51,4,31,405,95,82,24,3870.0,902.0,535,6,453,289,31184.0,MN,4712827,176.43,40991
4705,1996,27,23,7527.292274202359,7404.0,120,38,4,3,91,15,59,0,102,14,22,27,0,3,116,46,20,6,638.0,229.0,165,6,145,96,6766.0,MN,4712827,176.43,40991
4706,1996,27,25,150830.60112237302,202663.0,2574,318,90,49,1279,559,1192,1,1939,152,481,459,12,42,2344,633,238,75,14421.0,5153.0,3031,6,2793,1864,188242.0,MN,4712827,176.43,40991
4707,1996,27,27,115211.65582705,132355.0,1732,572,99,0,1216,331,850,6,1515,85,329,474,3,68,1745,587,94,16,3584.0,589.0,2403,6,2309,1499,128771.0,MN,4712827,176.43,40991
4708,1996,27,29,3880.56598132706,3932.0,87,5,3,0,54,3,38,0,42,21,23,9,0,7,68,20,25,4,917.0,191.0,95,6,70,38,3015.0,MN,4712827,176.43,40991
4709,1996,27,31,8005.37732088471,8663.0,118,6,1,0,52,14,59,0,75,12,21,17,0,5,93,27,10,0,328.0,0.0,125,6,115,75,8335.0,MN,4712827,176.43,40991
4710,1996,27,33,5779.348971990589,5915.0,130,12,1,1,61,17,66,0,84,14,35,11,0,6,117,21,34,7,661.0,195.0,144,6,110,77,5254.0,MN,4712827,176.43,40991
4711,1996,27,35,77661.3196265413,99758.0,1243,93,49,17,667,80,653,2,829,106,253,214,4,27,1082,289,173,41,8447.0,1868.0,1402,6,1229,788,91311.0,MN,4712827,176.43,40991
4712,1996,27,37,1487460.00424785,2109878.0,20234,3863,967,7,12249,3513,9294,15,15463,1202,3381,5025,256,912,17774,6129,1647,428,99724.0,26042.0,25071,6,23424,15035,2010154.0,MN,4712827,176.43,40991
4713,1996,27,39,31962.5561995106,28852.0,583,38,18,7,235,170,240,1,441,38,100,67,0,8,451,187,31,10,1305.0,442.0,646,6,615,431,27547.0,MN,4712827,176.43,40991
4714,1996,27,41,36217.1123990212,43410.0,655,41,21,9,301,80,344,1,455,39,135,97,3,7,550,166,57,12,2380.0,522.0,726,6,669,443,41030.0,MN,4712827,176.43,40991
4715,1996,27,43,4655.782990663531,4294.0,122,6,3,2,46,22,63,2,57,18,46,12,2,5,83,43,36,9,766.0,181.0,133,6,97,48,3528.0,MN,4712827,176.43,40991
4716,1996,27,45,18109.9149533177,19441.0,406,35,10,6,226,76,155,0,296,26,83,52,0,6,384,67,34,7,1091.0,328.0,457,6,423,289,18350.0,MN,4712827,176.43,40991
4717,1996,27,47,33485.424236856496,29330.0,638,109,16,6,324,129,313,3,512,49,147,61,1,25,548,195,69,22,1881.0,532.0,769,6,700,490,27449.0,MN,4712827,176.43,40991
4718,1996,27,49,62353.3010594635,77952.0,1075,73,46,19,457,200,555,1,771,80,211,151,2,22,980,209,121,36,5907.0,1970.0,1213,6,1092,735,72045.0,MN,4712827,176.43,40991
4719,1996,27,51,2746.94330221177,2700.0,58,8,1,0,28,12,27,0,27,6,20,14,1,1,44,21,14,5,329.0,100.0,67,6,53,22,2371.0,MN,4712827,176.43,40991
4720,1996,27,53,4420104.82127626,6163027.0,55014,10672,1673,7,30328,10971,25907,160,40772,3385,9300,13909,2311,2970,43539,18546,5781,1609,338825.0,96319.0,67366,6,61585,39163,5824202.0,MN,4712827,176.43,40991
4721,1996,27,55,40223.9618692894,43457.0,775,35,8,2,341,169,308,2,632,36,82,70,2,13,704,101,32,12,1685.0,668.0,820,6,788,620,41772.0,MN,4712827,176.43,40991
4722,1996,27,57,15984.9902181835,18696.0,285,15,9,0,131,22,156,0,170,32,59,48,2,4,226,77,42,11,1566.0,553.0,309,6,267,159,17130.0,MN,4712827,176.43,40991
4723,1996,27,59,95072.9794398122,116977.0,1713,222,56,28,706,399,913,1,1217,113,379,310,10,30,1591,388,187,51,10669.0,3196.0,2019,6,1832,1166,106308.0,MN,4712827,176.43,40991
4724,1996,27,61,46166.7732088471,44435.0,948,50,26,0,384,195,444,1,671,87,206,60,0,24,695,305,107,34,5253.0,1143.0,1024,6,917,637,39182.0,MN,4712827,176.43,40991
4725,1996,27,63,4121.5659813270595,4268.0,97,1,0,3,44,18,39,0,52,14,28,7,1,4,81,15,24,4,514.0,73.0,101,6,77,48,3754.0,MN,4712827,176.43,40991
4726,1996,27,65,16165.452585750601,17679.0,380,23,6,2,155,52,204,0,189,41,135,46,2,13,319,77,69,12,2569.0,515.0,411,6,342,177,15110.0,MN,4712827,176.43,40991
4727,1996,27,67,43471.1407479153,52212.0,842,57,24,26,354,144,449,2,590,72,185,102,1,27,712,209,100,23,3401.0,939.0,949,6,849,567,48811.0,MN,4712827,176.43,40991
4728,1996,27,69,3540.7829906635297,2839.0,73,22,3,0,41,21,36,0,49,6,36,7,0,0,91,7,25,2,523.0,66.0,98,6,73,47,2316.0,MN,4712827,176.43,40991
4729,1996,27,71,6981.69794398118,8144.0,136,18,8,0,98,15,49,0,86,13,28,35,1,3,116,42,21,3,723.0,39.0,162,6,141,83,7421.0,MN,4712827,176.43,40991
4730,1996,27,73,2036.78299066353,1678.0,38,7,1,0,18,11,17,0,22,9,8,7,0,3,30,13,11,2,243.0,10.0,46,6,35,20,1435.0,MN,4712827,176.43,40991
4731,1996,27,75,16185.131962654099,15438.0,328,19,8,0,119,63,173,0,239,20,65,31,0,3,271,81,35,5,1866.0,244.0,355,6,320,234,13572.0,MN,4712827,176.43,40991
4732,1996,27,77,2091.59433022118,2862.0,56,0,2,0,37,2,19,0,25,8,18,7,0,2,49,7,10,0,366.0,0.0,58,6,48,25,2496.0,MN,4712827,176.43,40991
4733,1996,27,79,31319.1221808377,37880.0,583,67,20,15,275,130,280,0,404,41,126,114,0,21,525,139,80,26,3044.0,944.0,685,6,605,378,34836.0,MN,4712827,176.43,40991
4734,1996,27,81,3400.56598132706,3882.0,74,7,0,0,28,12,41,0,30,9,27,15,0,1,65,15,17,1,531.0,7.0,81,6,64,29,3351.0,MN,4712827,176.43,40991
4735,1996,27,83,20525.9335203953,25825.0,413,45,9,0,215,50,202,0,274,38,71,84,2,10,382,73,49,10,1610.0,381.0,467,6,418,264,24215.0,MN,4712827,176.43,40991
4736,1996,27,85,47952.31084128,59864.0,920,64,33,36,539,161,351,2,626,81,219,127,2,69,848,134,85,15,3500.0,817.0,1053,6,968,611,56364.0,MN,4712827,176.43,40991
4737,1996,27,87,2353.97165110588,1890.0,46,5,2,0,25,5,23,0,20,10,17,6,0,6,34,13,9,0,238.0,0.0,53,6,44,20,1652.0,MN,4712827,176.43,40991
4738,1996,27,89,6511.32062309648,5628.0,132,23,11,1,74,21,72,0,92,11,44,20,0,9,122,36,21,6,556.0,148.0,167,6,146,86,5072.0,MN,4712827,176.43,40991
4739,1996,27,91,13326.7262928753,14608.0,267,41,8,5,149,50,122,0,190,49,58,24,2,1,249,69,56,5,1360.0,115.0,321,6,265,185,13248.0,MN,4712827,176.43,40991
4740,1996,27,93,32837.8582555294,36918.0,684,51,22,20,297,149,331,0,521,44,144,68,1,15,645,116,80,16,3227.0,683.0,777,6,697,505,33691.0,MN,4712827,176.43,40991
4741,1996,27,95,39183.47115282831,43944.0,778,55,24,4,300,182,379,0,498,54,187,122,3,16,682,160,106,27,4408.0,1091.0,861,6,755,471,39536.0,MN,4712827,176.43,40991
4742,1996,27,97,22569.20722752,25395.0,485,38,15,7,250,74,221,0,309,39,129,68,0,9,447,89,82,19,2853.0,739.0,545,6,463,290,22542.0,MN,4712827,176.43,40991
4743,1996,27,99,54860.3577572517,61657.0,973,225,54,4,599,165,492,0,811,77,180,188,3,38,1005,210,112,27,3646.0,1133.0,1256,6,1144,784,58011.0,MN,4712827,176.43,40991
4744,1996,27,101,4454.160311548239,4933.0,97,14,0,4,53,14,48,0,57,13,33,12,1,2,92,20,19,4,575.0,100.0,115,6,96,53,4358.0,MN,4712827,176.43,40991
4745,1996,27,103,34076.9335203953,42207.0,630,51,24,0,362,67,275,1,439,41,148,77,1,24,551,129,29,3,1113.0,162.0,705,6,676,436,41094.0,MN,4712827,176.43,40991
4746,1996,27,105,14688.9433022118,16993.0,316,45,4,2,162,48,157,0,241,26,62,38,1,39,284,43,48,6,1632.0,135.0,367,6,319,235,15361.0,MN,4712827,176.43,40991
4747,1996,27,107,5025.88660442354,4712.0,89,28,3,1,61,24,36,0,56,10,33,22,0,2,84,35,9,0,270.0,0.0,121,6,112,56,4442.0,MN,4712827,176.43,40991
4748,1996,27,109,372460.0223695649,440156.0,5376,910,226,36,3309,1151,2078,10,4559,282,747,960,56,229,5001,1262,263,66,11632.0,2949.0,6548,6,6285,4493,428524.0,MN,4712827,176.43,40991
4749,1996,27,111,53577.262928753,55267.0,1008,90,23,1,492,146,484,0,606,85,257,174,5,37,811,269,144,34,5335.0,1348.0,1122,6,978,572,49932.0,MN,4712827,176.43,40991
4750,1996,27,113,12489.971651105901,11063.0,318,17,2,0,163,64,110,0,211,19,95,12,1,6,235,95,25,6,988.0,333.0,337,6,312,205,10075.0,MN,4712827,176.43,40991
4751,1996,27,115,26981.0185670777,33456.0,588,36,28,2,295,68,291,0,326,74,181,73,1,26,516,111,130,26,5250.0,1295.0,654,6,524,300,28206.0,MN,4712827,176.43,40991
4752,1996,27,117,4821.53763243295,4955.0,111,12,2,4,66,14,49,0,68,15,32,14,0,3,104,22,19,4,528.0,131.0,129,6,110,64,4427.0,MN,4712827,176.43,40991
4753,1996,27,119,55636.3381936188,55988.0,967,231,61,16,594,256,423,2,844,45,186,200,3,41,1012,219,72,18,2290.0,532.0,1275,6,1203,826,53698.0,MN,4712827,176.43,40991
4754,1996,27,121,6844.292274202359,8294.0,121,30,8,5,88,11,65,0,106,12,23,23,0,5,124,35,24,8,782.0,362.0,164,6,140,98,7512.0,MN,4712827,176.43,40991
4755,1996,27,123,1389920.85571123,1768494.0,19992,4498,674,4,10970,4513,9621,64,15033,1385,4075,4675,675,1638,16414,6441,2498,629,131467.0,34864.0,25168,6,22670,14404,1637027.0,MN,4712827,176.43,40991
4756,1996,27,125,3716.1886604423503,2870.0,85,15,2,0,48,27,27,0,62,11,26,3,0,0,84,18,13,5,298.0,129.0,102,6,89,57,2572.0,MN,4712827,176.43,40991
4757,1996,27,127,7313.55619951061,7622.0,152,12,8,0,87,12,73,0,61,18,37,56,0,11,89,72,35,3,1148.0,57.0,172,6,137,58,6474.0,MN,4712827,176.43,40991
4758,1996,27,129,10212.1319626541,9902.0,210,19,7,5,108,40,92,1,121,25,66,29,0,30,151,60,32,8,1085.0,284.0,241,6,209,113,8817.0,MN,4712827,176.43,40991
4759,1996,27,131,100775.68716561,125697.0,1860,117,39,15,877,363,786,5,1283,161,388,199,12,88,1453,478,140,26,8125.0,1238.0,2031,6,1891,1257,117572.0,MN,4712827,176.43,40991
4760,1996,27,133,5323.34897199059,6560.0,109,20,6,1,63,11,62,0,87,10,25,14,1,2,111,22,23,4,721.0,199.0,136,6,113,83,5839.0,MN,4712827,176.43,40991
4761,1996,27,135,7266.56598132706,8228.0,191,17,2,0,133,15,62,0,102,38,61,9,2,14,152,42,31,3,1308.0,129.0,210,6,179,99,6920.0,MN,4712827,176.43,40991
4762,1996,27,137,520929.868850169,489076.0,9715,1021,194,5,3939,2602,4381,13,7707,487,1511,1230,40,172,8679,2044,700,180,27023.0,7515.0,10935,6,10235,7527,462053.0,MN,4712827,176.43,40991
4763,1996,27,139,417766.79358530306,635352.0,5605,833,241,15,3198,858,2635,3,4104,278,833,1479,33,232,4957,1472,415,125,34149.0,11222.0,6694,6,6279,3979,601203.0,MN,4712827,176.43,40991
4764,1996,27,141,269595.16511059104,372384.0,4291,762,198,70,2245,861,2210,5,3466,232,742,881,12,67,4271,971,375,105,20996.0,6284.0,5321,6,4946,3361,351388.0,MN,4712827,176.43,40991
4765,1996,27,143,9488.452585750601,10820.0,194,15,4,5,81,42,95,0,111,21,46,40,0,3,157,58,35,9,1204.0,402.0,218,6,183,102,9616.0,MN,4712827,176.43,40991
4766,1996,27,145,314650.390905189,398442.0,5382,817,248,6,2752,991,2686,24,4619,219,666,949,14,94,5338,1007,325,94,16232.0,5213.0,6453,6,6128,4525,382210.0,MN,4712827,176.43,40991
4767,1996,27,147,66835.6881621647,71833.0,1261,73,25,61,566,195,655,4,948,122,256,94,7,48,1052,313,110,26,4378.0,1241.0,1420,6,1310,922,67455.0,MN,4712827,176.43,40991
4768,1996,27,149,3276.7262928753003,3359.0,76,4,1,0,39,12,30,0,40,11,13,17,0,2,51,28,17,3,663.0,110.0,81,6,64,37,2696.0,MN,4712827,176.43,40991
4769,1996,27,151,4586.34897199059,4980.0,103,7,3,2,49,13,53,0,64,11,22,18,0,3,88,24,24,10,697.0,352.0,115,6,91,54,4283.0,MN,4712827,176.43,40991
4770,1996,27,153,13318.5659813271,12635.0,299,15,7,3,130,49,145,0,189,37,77,21,1,8,257,58,65,18,1774.0,509.0,324,6,259,171,10861.0,MN,4712827,176.43,40991
4771,1996,27,155,2724.75464176942,2443.0,59,12,0,0,35,15,21,0,43,6,14,8,0,2,59,10,13,4,263.0,81.0,71,6,58,39,2180.0,MN,4712827,176.43,40991
4772,1996,27,157,20825.9902181836,24091.0,365,36,29,5,197,74,164,0,257,23,94,61,1,10,337,87,49,14,2325.0,667.0,435,6,386,243,21766.0,MN,4712827,176.43,40991
4773,1996,27,159,5656.56598132706,5594.0,138,13,3,1,71,23,61,0,57,30,49,19,2,5,111,37,42,8,1224.0,236.0,155,6,113,49,4370.0,MN,4712827,176.43,40991
4774,1996,27,161,20940.6881621647,25844.0,437,38,29,19,210,53,260,0,266,23,125,109,4,4,384,131,60,15,2279.0,611.0,523,6,463,251,23565.0,MN,4712827,176.43,40991
4775,1996,27,163,905543.3222487441,1296086.0,11914,1735,425,2,6285,2080,5702,9,8911,736,1786,2643,117,401,9936,3622,975,260,63869.0,17191.0,14076,6,13101,8651,1232217.0,MN,4712827,176.43,40991
4776,1996,27,165,4746.94330221177,5154.0,93,26,3,4,74,13,39,0,69,12,34,11,2,10,88,26,22,4,557.0,103.0,126,6,104,65,4597.0,MN,4712827,176.43,40991
4777,1996,27,167,7168.07526486589,6567.0,144,30,4,0,86,43,49,0,91,16,41,30,0,5,129,44,25,9,664.0,212.0,178,6,153,82,5903.0,MN,4712827,176.43,40991
4778,1996,27,169,52834.31084128,60857.0,1102,66,22,5,460,205,525,5,817,61,221,96,2,33,933,227,47,9,2279.0,569.0,1195,6,1148,808,58578.0,MN,4712827,176.43,40991
4779,1996,27,171,327267.673397575,443983.0,5418,678,184,82,2661,1176,2517,8,4034,286,1014,1028,15,91,5105,1151,439,123,25814.0,7498.0,6362,6,5923,3911,418169.0,MN,4712827,176.43,40991
4780,1996,27,173,5960.32062309648,6162.0,117,17,3,1,64,10,64,0,79,11,18,30,0,9,98,31,19,6,764.0,179.0,138,6,119,73,5398.0,MN,4712827,176.43,40991
4781,1996,37,1,360232.872836387,466221.0,8090,411,147,1,5103,683,2855,8,3938,899,2734,1078,1666,287,5496,1200,1295,375,55958.0,15749.0,8649,6,7354,3563,410263.0,NC,7500670,200.4025,35601
4782,1996,37,3,68212.1974457035,84072.0,1732,18,15,1,927,184,655,0,939,169,440,218,93,60,1388,225,186,42,8887.0,1947.0,1766,6,1580,897,75185.0,NC,7500670,200.4025,35601
4783,1996,37,5,18643.697943981202,20767.0,411,10,2,1,188,53,183,0,256,36,96,36,7,8,374,35,58,19,2309.0,840.0,424,6,366,237,18458.0,NC,7500670,200.4025,35601
4784,1996,37,7,37956.5278506165,36838.0,1038,21,19,2,513,198,369,0,522,69,386,103,410,22,506,142,181,47,5715.0,1381.0,1080,6,899,475,31123.0,NC,7500670,200.4025,35601
4785,1996,37,9,19587.5092835388,25024.0,513,5,4,0,280,50,192,0,228,58,182,54,24,12,427,59,83,17,3317.0,697.0,522,6,439,211,21707.0,NC,7500670,200.4025,35601
4786,1996,37,11,51952.1788786259,52584.0,612,12,0,1,383,22,219,1,324,68,143,90,6,11,540,68,58,17,4329.0,1122.0,625,6,567,307,48255.0,NC,7500670,200.4025,35601
4787,1996,37,13,72466.93352039531,84891.0,1898,21,24,6,1425,136,387,1,686,231,889,143,647,37,1090,175,173,35,5786.0,1274.0,1949,6,1776,651,79105.0,NC,7500670,200.4025,35601
4788,1996,37,15,24914.480934644704,27152.0,796,8,6,1,515,103,192,1,305,84,349,73,480,17,222,92,90,25,3257.0,710.0,811,6,721,280,23895.0,NC,7500670,200.4025,35601
4789,1996,37,17,57462.2639253082,56791.0,1632,13,10,3,987,254,417,0,713,147,661,137,553,64,846,195,310,77,10529.0,2533.0,1658,6,1348,636,46262.0,NC,7500670,200.4025,35601
4790,1996,37,19,364949.345982326,434945.0,6328,145,64,22,4155,487,1916,1,3462,562,1717,818,766,165,4830,798,701,174,31411.0,7860.0,6559,6,5858,3288,403534.0,NC,7500670,200.4025,35601
4791,1996,37,21,562241.5590054439,821762.0,11843,600,177,1,8019,596,3993,13,6146,1292,3473,1710,607,328,9835,1851,1652,459,83469.0,22042.0,12621,6,10969,5687,738293.0,NC,7500670,200.4025,35601
4792,1996,37,23,175938.26193219802,207439.0,4451,85,46,15,2810,339,1446,2,1958,453,1602,584,237,181,3475,704,574,147,25312.0,6337.0,4597,6,4023,1811,182127.0,NC,7500670,200.4025,35601
4793,1996,37,25,408970.43682460603,563028.0,7341,666,212,12,4689,947,2585,10,4479,648,1836,1268,587,302,5763,1579,1157,320,55756.0,14919.0,8231,6,7074,4159,507272.0,NC,7500670,200.4025,35601
4794,1996,37,27,165058.724299765,198910.0,4157,112,41,28,2227,469,1640,2,2152,376,1241,569,202,92,3342,702,662,178,27593.0,7195.0,4338,6,3676,1974,171317.0,NC,7500670,200.4025,35601
4795,1996,37,29,12792.0469159718,18290.0,239,5,31,0,145,29,101,0,152,19,62,42,45,5,173,52,44,6,1857.0,312.0,275,6,231,146,16433.0,NC,7500670,200.4025,35601
4796,1996,37,31,194663.96965799603,245186.0,2917,36,173,3,1972,187,968,2,1860,216,617,436,141,92,2535,361,230,53,11842.0,2745.0,3129,6,2899,1807,233344.0,NC,7500670,200.4025,35601
4797,1996,37,33,24515.292274202402,26755.0,619,16,4,2,283,83,275,0,222,68,243,108,183,19,337,102,193,59,7539.0,2129.0,641,6,448,163,19216.0,NC,7500670,200.4025,35601
4798,1996,37,35,372484.56099855294,495179.0,7917,277,130,17,4673,711,2943,14,4085,731,2301,1224,499,368,5979,1495,1082,280,51320.0,13788.0,8341,6,7259,3805,443859.0,NC,7500670,200.4025,35601
4799,1996,37,37,112073.43302211801,154625.0,2315,70,28,6,1434,218,767,0,1295,197,681,246,454,158,1551,256,242,62,9670.0,2768.0,2419,6,2177,1233,144955.0,NC,7500670,200.4025,35601
4800,1996,37,39,25200.292274202402,26893.0,676,1,3,1,480,26,175,0,257,83,263,78,17,17,599,48,69,13,2709.0,470.0,681,6,612,244,24184.0,NC,7500670,200.4025,35601
4801,1996,37,41,27722.838691896603,31017.0,645,12,7,0,325,91,248,0,281,60,192,131,183,15,392,74,87,21,3109.0,694.0,664,6,577,260,27908.0,NC,7500670,200.4025,35601
4802,1996,37,43,10324.348971990601,12539.0,199,0,0,0,128,8,63,0,67,20,85,27,6,6,162,25,27,7,1161.0,308.0,199,6,172,60,11378.0,NC,7500670,200.4025,35601
4803,1996,37,45,132613.148536622,164015.0,3076,100,80,38,1668,300,1324,2,1489,267,983,555,421,84,2078,711,687,172,29470.0,6469.0,3294,6,2607,1317,134545.0,NC,7500670,200.4025,35601
4804,1996,37,47,98135.24436167539,101710.0,2784,17,11,1,1607,363,840,3,1132,267,1103,311,776,107,1539,391,550,115,22519.0,4551.0,2813,6,2263,1017,79191.0,NC,7500670,200.4025,35601
4805,1996,37,49,175845.836698787,236906.0,3244,209,433,6,2594,200,1098,0,1947,308,1017,620,723,118,2461,590,369,108,14450.0,4287.0,3892,6,3523,1839,222456.0,NC,7500670,200.4025,35601
